userId,movieId,rating,timestamp
318,9,4.0,862902803
321,1,3.0,939420838
324,1,4.0,1451524648
324,2,4.0,1451524483
328,1,4.0,1147996106
329,1,5.0,867072004
329,3,3.0,867072039
329,5,3.0,867072039
329,6,5.0,867072039
329,7,4.0,867072073
333,1,4.0,1441197471
334,1,5.0,1447031887
336,1,2.0,995826976
338,2,3.0,841656624
340,6,4.0,1410374053
343,1,5.0,881166397
343,6,5.0,881166915
344,1,4.0,853736711
344,5,2.0,850723898
345,1,4.5,1106949170
345,5,2.0,1109278713
345,6,2.5,1106949297
346,2,2.0,1044652107
350,1,4.0,1005938887
353,1,3.5,1112268707
353,2,2.0,1114172641
353,10,3.0,1112269534
354,1,5.0,846062607
355,1,3.0,1130104529
355,2,3.0,1130105802
355,6,4.0,1130105736
355,10,3.5,1130105680
357,1,5.0,832768614
358,1,5.0,957480017
358,3,1.0,957479796
358,5,2.0,957795334
358,6,3.0,957481884
358,7,4.0,957479451
361,1,3.0,864050973
361,3,4.0,864051071
361,7,3.0,864051197
361,9,3.0,864051357
363,1,5.0,942344684
367,6,2.0,1128631216
369,2,3.0,847465664
369,10,3.0,847465494
375,10,4.0,845491929
379,1,3.5,1378180411
380,1,4.0,1048092869
380,6,4.0,952358438
381,5,4.0,1018646002
382,1,3.5,1371772711
382,2,3.0,1371780062
382,5,3.0,1371829454
382,7,5.0,1371778225
383,1,5.0,852806429
383,6,3.0,852809757
383,9,2.0,852809531
384,10,3.5,1168644826
385,6,5.0,836679569
385,10,3.0,836679100
388,6,5.0,946520615
388,10,2.0,946521781
389,2,4.0,829491840
389,5,4.0,829491839
389,10,4.0,829491840
390,1,4.0,867073566
390,3,5.0,867072842
390,7,3.0,867072884
390,9,3.0,867076328
390,10,3.0,867076126
391,4,2.0,891534197
396,1,5.0,834998311
396,2,3.0,834998422
396,10,3.0,834998293
399,10,3.0,841562243
400,10,3.0,840205137
401,1,5.0,977459322
402,1,2.0,1443393600
403,1,4.0,850779492
404,6,4.0,1026927798
405,10,3.5,1097769358
406,1,3.5,1447951646
407,1,4.0,962646314
408,1,2.0,933035002
409,1,5.0,828212413
410,1,5.0,1434057935
412,1,4.0,993088074
413,6,5.0,850890598
413,7,5.0,850890598
415,10,4.0,848984824
416,3,4.0,841447146
416,7,4.0,841447107
416,10,4.0,841446669
417,1,3.5,1112585993
418,1,3.5,1132180691
418,2,2.0,1132178551
418,10,2.5,1132178305
419,1,4.5,1110049948
421,1,2.0,835170129
422,1,5.0,980859727
425,1,4.5,1112383737
425,3,0.5,1112383600
426,1,3.0,1312723226
426,2,3.0,1310374386
428,1,5.0,1304131910
428,2,3.0,1304136764
428,10,2.5,1304136575
430,1,4.0,1172908978
430,3,1.5,1111488810
430,6,4.0,1111489263
430,10,3.5,1172908696
431,1,4.5,1165547529
431,5,4.5,1140455425
432,1,5.0,1271227588
433,1,4.5,1417930541
433,6,5.0,1417930660
434,1,4.0,886372746
434,6,4.0,886373053
437,1,4.0,831693610
440,1,4.0,835337057
440,2,4.0,835337237
442,1,4.0,1227920032
442,2,4.0,1227969149
442,3,4.5,1227969381
447,1,3.0,832492847
447,2,3.0,832493108
447,6,3.0,832493230
447,10,3.0,832492847
448,1,3.0,1444761397
452,1,3.5,1133735252
452,3,1.0,976423199
452,5,3.0,976422557
452,6,4.0,976423753
452,7,3.0,976422719
455,1,3.5,1110395566
456,1,3.5,1432307903
457,1,1.5,1471386200
457,3,1.5,1471385241
457,5,1.0,1471385747
457,6,3.0,1471386884
457,10,2.0,1471385100
458,1,3.5,1365115663
458,10,4.0,1365115941
459,1,5.0,859210690
459,3,4.0,859210733
459,6,4.0,859210733
459,7,3.0,859210733
460,1,4.5,1072836909
460,4,3.5,1072837815
461,1,3.5,1090907386
461,4,1.5,1090908852
461,6,4.0,1091067217
461,7,0.5,1091049760
461,10,2.0,1090907439
463,1,3.0,1049913385
463,7,4.0,1050499745
464,10,5.0,829911793
466,1,5.0,944892273
466,2,3.0,944978286
468,1,4.0,1296195523
468,2,2.0,1296195941
468,3,2.5,1296196738
468,6,3.5,1296195765
468,10,3.0,1296195616
470,1,3.5,1234088628
471,1,3.5,1239658613
471,2,3.0,1239744723
471,10,4.5,1257634439
472,1,5.0,939004597
472,6,3.0,994737953
472,7,2.0,944321656
473,2,5.0,1425643774
475,1,4.5,1446908358
479,2,4.0,1409093666
480,1,5.0,1272669366
480,2,5.0,1272669458
481,1,4.0,1437000892
484,1,3.0,851345204
484,3,4.0,851345272
486,1,5.0,1464121011
487,2,4.0,832836515
487,10,4.0,832836302
490,1,1.0,851786086
490,6,5.0,851786277
490,9,4.0,851786427
491,1,5.0,940796476
493,7,4.0,954685491
496,2,4.0,834060098
496,3,3.0,843218375
496,6,5.0,843218321
500,1,2.0,1228946388
500,2,1.5,1228946281
501,1,5.0,1283137657
502,1,4.0,861302126
502,6,3.0,861302161
503,1,4.0,1432365762
505,3,3.0,1340413945
505,7,3.0,1340413951
506,1,4.0,865395296
506,2,3.0,865395979
507,1,3.0,862090954
507,3,2.0,862091271
507,9,1.0,862091545
509,1,3.0,939329344
509,3,2.0,946276711
509,6,3.0,939471667
510,1,1.0,944346953
514,1,4.0,853892832
514,3,1.0,853892868
514,5,1.0,853892868
516,3,3.0,844687536
516,5,3.0,844687485
516,6,4.0,844687340
516,7,4.0,844687509
516,9,3.0,844687820
516,10,4.0,844687118
517,2,5.0,846450065
518,1,5.0,945369114
518,2,4.0,945362514
518,4,1.0,945365209
518,5,3.0,945364959
518,7,3.0,945361906
518,9,4.0,945369995
520,1,3.0,1142028487
522,2,2.5,1391353926
525,1,2.0,1024928544
525,2,2.0,1024929394
525,6,4.0,1024929782
525,10,3.0,1024930416
526,1,4.0,1428641074
529,1,4.0,959965342
530,1,5.0,879014231
531,1,3.0,1240402247
531,2,4.0,1243510104
534,1,5.0,973376852
534,2,4.0,973376511
534,3,2.0,973374764
534,6,5.0,973375745
535,2,3.0,838631374
535,10,3.0,838630568
537,1,5.0,879502465
537,2,3.0,879521681
537,7,5.0,879520683
538,1,5.0,831835670
542,1,4.5,1424965705
543,1,5.0,866931481
543,3,5.0,866931510
543,5,3.0,866931510
543,7,5.0,866931538
544,6,4.5,1442495715
547,1,3.5,1053173138
547,6,2.5,1149462857
547,7,2.0,1021098817
548,1,4.0,857405395
548,2,3.0,857406875
548,3,4.0,857405447
548,5,3.0,857405447
548,6,3.0,857405447
548,10,4.0,857407492
550,10,4.0,943372548
551,7,4.0,843274557
552,10,3.0,843322577
553,1,4.0,1423011192
555,10,3.0,842288289
559,1,4.0,903143238
559,3,3.0,883675744
560,1,4.5,1452849340
560,10,4.0,1452848962
561,1,3.0,1172695347
561,2,3.0,1172766441
561,10,3.5,1172696467
562,1,4.5,1167426662
562,5,3.5,1167429218
562,6,4.0,1167428869
564,1,4.0,974712079
564,2,4.0,974839862
564,3,3.0,974838162
564,5,3.0,974837992
564,6,1.0,974838752
564,7,3.0,974837728
564,10,3.0,974838889
568,1,3.0,835002305
568,10,4.0,835002274
570,1,1.5,1475783711
574,1,4.0,1232811316
574,3,3.5,1232815004
574,6,5.0,1232810973
574,10,3.0,1232810621
575,1,3.0,1012595781
575,2,4.0,1012598088
575,7,4.0,1012593981
577,1,5.0,1111475159
577,6,4.0,1111475446
577,10,3.5,1111475285
580,1,4.0,1155616380
580,2,3.5,1165900696
580,6,3.5,1156473327
584,1,5.0,1276156510
585,1,4.0,974607482
586,1,4.0,1214234202
588,6,4.0,842298338
588,10,3.0,842298158
589,10,4.0,836109734
590,2,3.0,848677637
590,5,3.0,848677907
590,6,4.0,848677809
590,10,3.0,848677459
592,10,4.0,995420467
593,2,3.0,835464130
593,10,2.0,835463471
594,1,4.0,938948878
595,1,5.0,965077903
595,2,2.0,965230397
596,1,3.5,1145034973
596,6,4.0,1138659551
596,10,3.5,1142088563
597,1,5.0,940708550
598,1,4.5,1057554797
602,2,4.0,842360098
602,10,3.0,842359419
603,1,4.0,868354978
603,2,4.0,868355874
603,3,2.0,868355076
603,6,4.0,868355017
605,3,2.0,980194114
607,1,4.5,1113319531
607,2,3.0,1118247388
607,3,3.5,1118247469
607,7,3.5,1118247500
607,10,3.5,1144790933
608,1,4.0,939461651
608,6,5.0,939362594
608,10,3.0,939362773
614,3,2.0,1003253691
614,8,1.0,1003254119
615,1,4.0,1425504992
615,6,3.5,1463685875
616,1,4.0,860572913
616,3,3.0,860572960
616,6,3.0,860572959
616,7,3.0,860572960
621,5,4.5,1116476167
623,1,4.5,1225256593
624,1,5.0,1019126661
624,2,3.0,1019125424
624,3,3.0,1019128536
624,5,3.0,1019128415
624,10,4.0,1019124400
627,6,4.0,1201381361
630,1,4.0,1443807734
633,6,3.0,848518408
636,1,3.0,855227186
640,3,4.0,860950973
640,5,3.0,860950972
640,9,3.0,860951277
641,1,4.0,850021197
641,2,4.0,834636796
641,3,3.0,833955544
641,5,4.0,834636108
641,6,4.0,851304369
641,7,4.0,834636169
641,10,3.0,834636305
644,4,1.0,944934385
646,1,5.0,953449518
646,3,5.0,953451056
647,1,4.0,947292218
647,6,4.0,947292853
648,6,4.0,1204413633
649,1,4.0,834424768
649,4,3.0,834425135
649,10,5.0,834424744
650,3,3.0,844883753
650,4,1.0,844883753
650,5,3.0,844883711
650,10,4.0,844883616
653,1,4.0,948160430
654,1,5.0,1145390085
654,2,3.0,1145389613
654,5,4.0,1145392131
654,10,4.0,1145391869
655,2,4.0,1470073353
659,6,3.0,836216031
660,1,2.5,1436680062
662,2,5.0,839022500
662,10,3.0,839022269
663,1,4.0,1438397999
664,1,3.5,1362421730
664,6,4.0,1393890301
665,2,3.0,992836405
665,3,3.0,993347429
665,5,3.0,993347605
666,6,5.0,838921278
666,10,3.0,838920928
667,6,4.0,847271481
670,1,4.0,938782344
671,1,5.0,1064891129
